Matricule,Année,PriorityStrategique,Description,Ponderation,IndicateurResultat,Resultat,Commentaire
00226,2023,Responsabilité Sociétale d'Entreprise,Mettre en place une nouvelle approche concernant les intrusions d'animaux c$oté piste (prévention et capture),5,Nouvelle méthode proposée,0,
00226,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00226,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00229,2023,Robustesse Opérationnelle,"-Projet de développement Cargo
 - Projet nouvelle Gare Fret TNR",30,Lancement du projet Gare de Fret (CDC fini au 31/12/2023),0,
00229,2023,Robustesse Opérationnelle,Performance Cargo,15,B23 revisé atteint,0,
00229,2023,Robustesse Opérationnelle,Développement Cargo TNR/NOS,15,"- Plan strategique et vision 2023-2024 des opérateurs et groupement d'exportateurs
 - Solution temporaire sur l'exploitation à NOS à fin juin 2023
 - Reporting performance envoyé périodiquement",0,
00229,2023,Robustesse Opérationnelle,"Projet Marketing: 
-ASQ 
- Evenementiel",10,"- Gate areas et airport atmosphere soient supérieurs à 4.00
 - Assistance et collaboration avec les partenaires et entités aéroportuaires pour les évènements.",0,
00229,2023,Performance Financière,"-Opex B23 sur Cargo et Marketing
 -Respect des obligations: recouvrement, garantie financière, AOT",20,"- Economie de 15% sur l'ensemble des opex de l'équipe 
 - Pas de dépassement sur le budget Marketing
 -Tableau de suivi de respect des obligations: AOT/garantie financière…",0,
00229,2023,Performance Financière,,0,,0,
00229,2023,Performance Financière,,0,,0,
00229,2023,Performance Financière,,0,,0,
00229,2023,Responsabilité Sociétale d'Entreprise,1 contrat ou MOU soit dans le nouveau projet Gare Fret ou Gare actuelle ( MGH ou ACSM ou partenaires),10,recyclage des déchets ou utilisation des matériaux recyclés,0,
00229,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00229,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00229,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00232,2023,Robustesse Opérationnelle,Dresser une historique d'interventions des ascenseurs et escalators et proposer une amélioration du plan de maintenance pour garantir leur disponibilité,25,Disponibilité des ascenseurs et escalators à 96%,0,
00232,2023,Robustesse Opérationnelle,"Superviser l'activité des prestataires.
Vérification des travaux de sous-traitant et suivi maintenance préventive par rapport au contrat",15,Mise en place d'un calendrier d'intervention des sous-traitants.,0,
00232,2023,Robustesse Opérationnelle,Pilotage des FNA du service CVC et Plomberie,10,Clôture à 80% au 01/12/23,0,
00232,2023,Robustesse Opérationnelle,Ticketing AOCC,10,Attribution de BI dans la GMAO à chaque Ticket et clôture à 80% au 01/12/23,0,
00232,2023,Performance Financière,Assurer une économie de 5% sur le budget de service pour la réalisation des tâches,15,Economie de 5% durant l'année 2023,0,
00232,2023,Performance Financière,"Garantir la disponibilité des PDR et stock de securité (Consommables, carburants, etc..) : Identification des PDR stratégique et constitution des stock",10,"0 arrêt pour non disponibilité des PDR
Sans rupture des stock de securité et PDR",0,
00232,2023,Performance Financière,,0,,0,
00232,2023,Performance Financière,,0,,0,
00232,2023,Responsabilité Sociétale d'Entreprise,"Garantir la qualité des travaux de Maintenance (propreté durant et après les interventions) et éviter l'emission de nuisances sonores (bruits, alarmes, ..)",8,0 réclamation par rapport à la propreté et /ou nuisances (sonore) pendant et après les travaux,0,
00232,2023,Responsabilité Sociétale d'Entreprise,Garantir la Sécurité des intervenants (Maintenance Interne et sous traitants) durant les opérations de Maintenance : port d'EPIs et application des régles de sécurité,8,Atteint si 0 accidents de travail durant l'année 2023 (sous-traitants et techniciens internes de Ravinala),0,
00232,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00232,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00233,2023,Robustesse Opérationnelle,Propreté des terminaux : réalisation d'un tableau de bord pour le suivi de nettoyage,10,Evaluation moyenne mensuelle SPM supérieure à 7/10 avec un tableau effectif dès juillet,0,
00233,2023,Robustesse Opérationnelle,vacation conformité par rapport au besoin opérationnel selon programme de vols,15,Un planning d'affectation est réalisé chaque mois et valide chaque semaine avec un objectif de 90% de vacation couvete,0,
00233,2023,Robustesse Opérationnelle,"Structuration de la continuité de passation des informations opérationnelles (analyse et discernement) et mise en place d'un process consolidé et performant (supprt et traçabilité)
Obtention de la certification ISO 27001",20,Atteint su Ravinala est certifié ISO 27001,0,
00233,2023,Robustesse Opérationnelle,OTP 15 mn,15,Atteint si supérieur ou égal à 85%,0,
00233,2023,Performance Financière,Augmentation de l'Ebitda général de l'entreprise de 12 000 000 euros,10,Atteint si ebitda supérieur ou égal à 12 000 000 euros,0,
00233,2023,Performance Financière,Mise en place d'un flux pax permettant d'augmenter la fréquentation des commerces au TC,15,Atteint si augmentation du chiffre d'affaires des commerces en zone publique supérieure à 3 mois,0,
00233,2023,Performance Financière,,0,,0,
00233,2023,Performance Financière,,0,,0,
00233,2023,Responsabilité Sociétale d'Entreprise,Atteinte des seuils pour les indicateurs ASQ,10,atteint si évaluation de 5 items supérieure à la note 4,0,
00233,2023,Responsabilité Sociétale d'Entreprise,Mise en place d'un suivi des items d'insatisfaction client à partir des constats opérationnels,5,Elaboration d'une matrice et d'un suivi permettant d'anticiper et d'analyser les actions à mener pour la bonne réalisation de l'activité. Fin juin. Proposition de 5 indicateurs pour atteindre la note >=4,0,
00233,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00233,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00234,2023,Robustesse Opérationnelle,Respect des échéance pour le traitement des dotations et provisions d'amortissements à comptabiliser,25,Clôture mensuelle livrée avant le 11 du mois m+1,0,
00234,2023,Robustesse Opérationnelle,Passage aux normes IFRS,40,Disponibilité de données et pièces comptables à retraiter,0,
00234,2023,Robustesse Opérationnelle,Reporting mensuel sur les impôts & taxes,10,envoyés avant le 20 du mois suivant à partir de Mai,0,
00234,2023,Robustesse Opérationnelle,,0,,0,
00234,2023,Performance Financière,Maîtrise du risque de pénalité fiscale,10,Evaluation du risque de redressement pour les exercices 2020 à 2022 et propositions de mesures de mitigation,0,
00234,2023,Performance Financière,Respect des calendiers fiscaux,10,Pas de pénalité pour déclarations tardives,0,
00234,2023,Performance Financière,,0,,0,
00234,2023,Performance Financière,,0,,0,
00234,2023,Responsabilité Sociétale d'Entreprise,Baisse des consommations papiers,5,Baisse de 20% en papier par rapport à l'année 2022,0,
00234,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00234,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00234,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00235,2023,Robustesse Opérationnelle,"Assurer la disponibilité des infrastructures et équipements à la charge de la maintenance à NOS : CFO, CFA , CVC et Plomberie , Eléctromécanique, Infrastructure et Bâtiment",35,Atteint si le taux de disponibilité moyen est > 95% sur l'année,0,
00235,2023,Robustesse Opérationnelle,Limité les incidents majeurs au sein de l'aéroport,25,Atteint si aucun incident majeur dans le périmètre d'intervention de la maintenance Ravinala n'impacte des biens ou des personnes,0,
00235,2023,Robustesse Opérationnelle,,0,,0,
00235,2023,Robustesse Opérationnelle,,0,,0,
00235,2023,Performance Financière,Réduire l'utilisation des pièces de rechange avec les chefs de service concernés en optimisant la maintenance préventive selon le planning prédéfini ( Maintenance hors contrat de maintenance),30,Atteint si le taux d'heure dépensée dans la réalisation de la maintenance préventive dépasse au moins le 80% par rapport à la maintenance corrective,0,
00235,2023,Performance Financière,,0,,0,
00235,2023,Performance Financière,,0,,0,
00235,2023,Performance Financière,,0,,0,
00235,2023,Responsabilité Sociétale d'Entreprise,Diminution de la consommation Energetique,10,Atteint si un plan d'action validé par la direction RAVINALA par rapport à la diminution des consommations énérgetiques à NOS est mise en place,0,
00235,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00235,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00235,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00240,2023,Robustesse Opérationnelle,"DISPONIBILITE DES DIVERS EQUIPEMENTS
OPTIMISATION DES OUVERTURES ET FERMETURES DES EQUIPEMENTS D'ACCES",10,"RAPPORT D'ACTIVATION ET DES DESACTIVATION DES EQUIPEMENTS DIVERS
DISPONIBILITES DES INFORMATIONS SUR L'UTILISATION DES EQUIPEMENTS D'ACCES",0,
00240,2023,Robustesse Opérationnelle,"COORDINATION DES ACTIVITES ENTRE LES ENTITES EXTERNES, LES ORGANES INTERNES, CAS D'ANOMALIES",10,RAPPORTS D'ENREGISTREMENT DES TICKETS,0,
00240,2023,Robustesse Opérationnelle,DISPONIBILITE DES RAPPORTS PERIODIQUES,10,"DISPONIBILITE DES ETATS PERIODIQUES SUIVANT LES DEADLINES FIXES:
- A CHAQUE FIN DE VACATION -> RAPPORT FIN DE VACATION
- FIN DE VACATION DE J7 DE LA SEMAINE OBSERVEE -> RAPPORT HEDBO",0,
00240,2023,Robustesse Opérationnelle,"SUPERVISION, SURVEILLANCE, GESTION DES DONNEES DU CCTV
FLUIDITE DES TRAITEMENTS DES PAX (ARRIVEE ET DEPART)",20,"DISPONIBILITES DES DONNEES D'EXTRACTION ET DE VISIONNAGE à j+3
DISPONIBILITE DES INFORMATIONS SUR LES TEMPS DE TRAITEMENTS ET D'ATTENTE DES PAX A CHAQUE FIN DE VACATION -> RAPPORT FIN DE VACATION",0,
00240,2023,Performance Financière,DISPONIBILITE DES INFORMATIONS ET SUIVI DES UTILISATIONS DES DIVERS EQUIPEMENTS MIS A DISPOSITION PAR RAVINALA,15,RAPPORT DE FIN DE VACATION,0,
00240,2023,Performance Financière,DISPONIBILITE DES INFORMATIONS ET SUIVI DES TEMPS D'UTILISATION DES BANQUES D'ENREGISTREMENT,15,COMPTE RENDU D'UTILISATION DES BANQUES D'ENREGISTREMENTS VALIDES (TNR) PAR LES COMPAGNIES AERIENNES ET TRANSMIS AU SERVICE FACTURATION,0,
00240,2023,Performance Financière,,0,,0,
00240,2023,Performance Financière,,0,,0,
00240,2023,Responsabilité Sociétale d'Entreprise,SUPERVISION DU FIRST BAG LAST BAG (FBLB)**,10,MISE EN MARCHE DU FBLB ET GESTION DES INFORMATIONS DE LIV. BAG. PAR L'AOCC,0,
00240,2023,Responsabilité Sociétale d'Entreprise,DISPONIBILITE DU PLANNING DE ROTATION MENSUEL DE L'EQUIPE COORDO AOCC,10,PLANNING DE ROTATION MENSUEL TOUS LES 20 DU MOIS,0,
00240,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00240,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00241,2023,Robustesse Opérationnelle,Respect des échéances de cloture mensuelle,20,"Cloture mensuelle livrée avant le 11 du mois mp+1
Prévision de trésoririe envoyées tous les mardis (base hebdomadaire) et avant le 20 de chaque mois (base annuelle) dans 90% des cas",0,
00241,2023,Robustesse Opérationnelle,Suivi des financements et des intérêts dus et des intérêts créditeurs,20,Fichier de suivi des dettes principales et subordonnées et calcul intérêts créditeurs mis à jour mensuellement et communiqués au DAF,0,
00241,2023,Robustesse Opérationnelle,Poursuite de la digitalisation de la fonction finance et des gains d'efficacité et de sécurité associés,10,"Nouvelles solutions de paiement dématérialisées :
-Paiement via plateforme BNI (virement salaire et virement en devise)
-Paiement via plateforme Cacib 
Développement des outils informatiques : 
-Levées des réserves réception ERP : 30/06/2022 - état cash flow",0,
00241,2023,Robustesse Opérationnelle,"Suivi des formalités avec les partenaires banquaires en application des procédures de Ravinala
Respect des échéances pour le paiement des fournisseurs",20,"Ouverture et fermeture des comptes,mise à jour des pouvoirs bancaires et administration du e-banking
Baisse des retards de paiements fournisseurs -20% sur ratio montat * nbr jours de retard",0,
00241,2023,Performance Financière,Optimisation de la gestion de la trésorerie et de la relation avec le partenaire bancaire,20,"-Utilisation des solutions de placement pour générer intérêts créditeurs d'une moyenne de 10 000 KMGA par mois (hors DAT pour litige fiscal)
-Obtention d'un taux de change pour vente d'EUR/achat MGA supérieur de 10 MGA au MID market du jour dans 90% des cas",0,
00241,2023,Performance Financière,,0,,0,
00241,2023,Performance Financière,,0,,0,
00241,2023,Performance Financière,,0,,0,
00241,2023,Responsabilité Sociétale d'Entreprise,"Pour baisser la consommation de papiers, privilégier la consultation et la sauvegarde de fichiers électroniques",10,Baisse de 20% en papier par rapport à l'année 2021,0,
00241,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00241,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00241,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00243,2023,Robustesse Opérationnelle,Donner l'image fidèle des données comptables,25,Comptabilité mensuelle livrée sans erreur ou omission,0,
00243,2023,Robustesse Opérationnelle,Respect des échéances de cloture mensuelle,20,Cloutre mensuelle livrée le 06 du mois m+1,0,
00243,2023,Robustesse Opérationnelle,Respect des échéances fournisseurs,5,Baisse des retards de paiements fournisseurs + 20% sur ratio montant * nbr de jours de retard,0,
00243,2023,Robustesse Opérationnelle,,0,,0,
00243,2023,Performance Financière,Saisie à jour des encaissements et décaissements,30,Amélioration du BFR,0,
00243,2023,Performance Financière,Tenue de caisse,10,Fonds disponible,0,
00243,2023,Performance Financière,,0,,0,
00243,2023,Performance Financière,,0,,0,
00243,2023,Responsabilité Sociétale d'Entreprise,"Pour baisser la consommation de papiers, privilégier la consultation et la sauvegarde de fichiers électroniques",10,Baisse de 20% en papier par rapport à l'année 2022,0,
00243,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00243,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00243,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00244,2023,Robustesse Opérationnelle,Mettre en œuvre le PDA mécénat,20,"-100% des actions dans le PDA sont réalisées
-Appel à projets selon la charte mécénat réalisé au 30/07
-Le planning de mise en œuvre des projets retenus établi au 31/08
-Les projets sont mis en œuvre selon le planning établi
-Les dépenses du budget mécénat utilisé à 100% pour les communautés",0,"- 100% d'avancement (réel 70%)
- Appel à projet réalisé
- Planning établi par chaque lauréat 
- 5 projets ont débuté : Ecovillage (cantine scolaire), Between us (sensibilisation pour les jeunes), Hope for future (sensibilisation pour des potagers), Sekool (fruits séchés), Tafaray (pépinière)
- 100% d'utilisation du budget mécénat"
00244,2023,Robustesse Opérationnelle,Mettre en place la fondation Ravinala Airports,10,Présentation du projet et du retroplanning de consitution au CA du 26/05 et effectivité de la fondation et apport de fonds au 31/12,0,"Changé en Association
Note présentée au CA du 15/09
Diagnostic des associations existantes et de celles qui ont soumis des projets lors de l'appel à projets : terminé
Mission lancée avec Lexel"
00244,2023,Robustesse Opérationnelle,Piloter la mise en œuvre des actions relocalisation listées dans le waiver,20,"-Compensations payées pour les 39 terrains avec perte de constructibilité au 30/6/23
-plans individuels des parcelles concernées par la perte de constructibilité déposées au bureau de l'aménagement du territoire au 31/09/23
-acte de donation effectué à la Commune pour le lot 18
-Suivi mensuel de la relance et du maintien du PRMS pour l'année 2023",0,"-Compensation payée pour 32 PAPS, compte séquestre à créer pour les 7
-Suivi en continu pour le PRMS"
00244,2023,Robustesse Opérationnelle,,0,,0,
00244,2023,Performance Financière,Réaliser une économie de 5% sur les OPEX du budget 2023 de la DQRSE,20,L'économie réalisée est d'au moins 5%,0,
00244,2023,Performance Financière,,0,,0,
00244,2023,Performance Financière,,0,,0,
00244,2023,Performance Financière,,0,,0,
00244,2023,Responsabilité Sociétale d'Entreprise,Accompagner dans l'identification et le lancement d'au moins 1 projet RSE par Direction d'ici fin décembre 2023,10,Au moins 1 projet RSE par Direction est identifié et lancé au 30/09,0,"DCM, DT, DRH : OK
DAF enclenché (critère RSE des travaux)
DSI, DOP : à faire"
00244,2023,Responsabilité Sociétale d'Entreprise,Organiser une journée porte ouverte RSE,20,"-TDR de l'évènement défini au 15/09
-journée réalisée à 30/11",0,"TDR envoyé
Journée à faire lors de la journée d'entreprise en 2024"
00244,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00244,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
